poem,poet
هنگام سماع بر توان چید \ تنگ شکر از دهان تنگت,khaghani
چون چنگ به چنگ بر نهادی \ آید ز هزار زهره ننگت,saadi
چون شوخ نه ای بسان نرگس \ کی باده دهد چو باد رنگت,saadi
هم صورت آهویی به دیده \ زنیست تکبر پلنگت,sanaee
در صلح چگونه ای که باری \ شهریست پر از شکر ز جنگت,saadi
ای چشم خوشت مرا چو دیده \ یک روز مباد آژرنگت,sanaee
توبه من جزع و لعل و زلف و رخسارت شکست \ دی که بودم روزه دار امروز هستم بت پرست,sanaee
از ترانه عشق تو نور نبی موقوف گشت \ وز مغابه جام تو قندیلها بر هم شکست,khaghani
رمزهای لعل تو دست جوانمردان گشاد \ حلقه های زلف تو پای خردمندان ببست,sanaee
ابروی مقرونت ای دلبر کمان اندر کشید \ ناوک مژگانت ای جانان دل و جانم بخست,khaghani
با چنان مژگان و ابرو با چنان رخسار و لب \ بود نتوان جز صبور و عاشق و مخمور و مست,khaghani
پارسایی را بود در عشق تو بازار سست \ پادشاهی را بود در وصل تو مقدار پست,sanaee
جز برای تو نسازم من ز فرق خویش پای \ جز به یاد تو نیارم سوی رطل و جام دست,sanaee
شادی و آرام نبود هر کرا وصل تو نیست \ هر کرا وصل تو باشد هر چه باید جمله هست,sanaee
زان چشم پر از خمار سرمست \ پر خون دارم دو دیده پیوست,sanaee
اندر عجبم که چشم آن ماه \ ناخورده شراب چون شود مست,khaghani
یا بر دل خسته چون زند تیر \ بی دست و کمان و قبضه و شست,saadi
بس کس که ز عشق غمزه او \ زنار چهار کرد بر بست,saadi
برد او دل عاشقان آفاق \ پیچند بر آن دو زلف چون شست,khaghani
چون دانست او که فتنه بر خاست \ متواری شد به خانه بنشست,sanaee
یک شهر ازو غریو دارند \ زان نیست شگفت جای آن هست,saadi
دارند به پای دل ازو بند \ دارند به فرق سر ازو دست,sanaee
تا عزم جفا درست کرد او \ دست همه عاشقانش بشکست,khaghani
دوست چنان باید کان منست \ عشق نهانی چه نهان منست,sanaee
عاشق و معشوق چو ما در جهان \ نیست دگر آنچه گمان منست,saadi
جان جهان خواند مرا آن صنم \ تا بزیم جان جهان منست,khaghani
کیست درین عالم کو را دگر \ یار وفادار چنان منست,sanaee
حال ببین پیش بپرس از همه \ تا تو نگویی به زبان منست,khaghani
دوش مرا گفت که آن توام \ آن منست ار چه نه آن منست,sanaee
تا خیال آن بت قصاب در چشم من است \ زین سبب چشمم همیشه همچو رویش روشن است,sanaee
تا بدیدم دامن پر خونش چشم من ز اشگ \ بر گریبان دارم آنچ آن ماه را بر دامن است,sanaee
جای دارد در دل پر خونم آن دلبر مقیم \ جامه پر خون باشد آن کس را که در خون مسکن است,khaghani
با من از روی طبیعت گر نیامیزد رواست \ از برای آنکه من در آب و او در روغن است,saadi
گر زبان با من ندارد چرب هم نبود عجب \ کانچه او را در زبان بایست در پیراهن است,khaghani
جان آرامش همی بخشد جهانی را به لطف \ گر چه کارش همچو گردون کشتن ست و بستن است,saadi
از طریق خاصیت بگریزد از آهن پری \ آن پریروی از شگرفی روز و شب با آهن است,sanaee
هر غمی را او ز من جانی به دل خواهد همی \ پس بدین قیمت مر او را یک جهان جان بر من است,saadi
ترسم آن آرام دل با من نگردد رام از آنک \ کودکی بس تند خوی و کره ای بس توسن است,saadi
بر وصالش دل همی نتوان نهاد از بهر آنک \ گر مرا روزی ازو سورست سالی شیون است,khaghani
هر چه زان خورشید رو آید همه دادست و عدل \ جور ما زین گنبد فیروزه بی روزن است,khaghani
هر زمان هجران نو زاید جهان از بهر من \ خود جهان گویی به هجر عاشقان آبستن است,khaghani
جامه های جان همی دوزم ز وصلش تا مرا \ تن چو تار ریسمان و دل چو چشم سوزن است,sanaee
از پس هجران فراوان چون ندیدم در رهش \ آن بتی را کافت آفاق و فتنه برزن است,saadi
گفتم ای جان از پی یک وصل چندین هجر چیست \ گفت من قصابم اینجا گرد ران با گردن است,saadi
گر چه باشد با سنایی چون گل رعنا دو روی \ در ثنای او سنایی ده زبان چون سوسن است,sanaee
ای جان جهان کبر تو هر روز فزونست \ لیکن چه توان کرد که وقت تو کنونست,sanaee
نشگفت اگر کبر تو هرگز نشود کم \ چون خوبی دیدار تو هر روز فزونست,sanaee
عالم ز جمال تو پرآوازه شد امروز \ زیرا که جمال تو ز اندازه برونست,sanaee
در زلف تو تاب و گره و بند و شکنجست \ در چشم تو مکر و حیل و زرق و فسونست,khaghani
تا من رخ چون چشمه خورشید تو دیدم \ چشمم ز غم عشق تو چون چشمه خونست,sanaee
ای رفته ز نزدیک سنایی خبرت هست \ کز عشق تو حال من دل سوخته چونست,saadi
از مهر تو چون نقطه خونست دلم زانک \ بر ماه ترا دایره غالیه گونست,saadi
ای پیک عاشقان گذری کن به بام دوست \ بر گرد بنده وار به گرد مقام دوست,khaghani
گرد سرای دوست طوافی کن و ببین \ آن بار و بارنامه و آن احتشام دوست,sanaee
خواهی که نرخ مشک شکسته شود به چین \ بر زن به زلف پر شکن مشکفام دوست,sanaee
برخاست اختیار و تصرف ز فعل ما \ چون کم ز دیم خویشتن از بهر کام دوست,sanaee
خواهی که بار عنبر بندی تو از سرخس \ زآنجا میار هیچ خبر جز پیام دوست,saadi
خواهی که کاروان سلامت بود ترا \ همراه خویش کن به سوی ما سلام دوست,saadi
بر دانه های گوهر او عاشقی مباز \ تا همچو من نژند نمانی به دام دوست,sanaee
با خود بیار خاک سر کوی او به من \ تا بر سرش نهم به عزیزی چو نام دوست,khaghani
بینا مباد چشم من ار سوی چشم من \ بهتر ز توتیا نبود گرد گام دوست,sanaee
گر دوست را به غربت من خوش بود همی \ ای من رهی غربت و ای من غلام دوست,khaghani
از مال و جان و دین مرا ار کام جوید او \ بی کام بادم ار کنم آن جز به کام دوست,sanaee
دارم سر خاک پایت ای دوست \ آیم به در سرایت ای دوست,khaghani
آنها که به حسن سرفرازند \ نازند به خاکپایت ای دوست,saadi
چون رای تو هست کشتن من \ راضی شده ام برایت ای دوست,saadi
خون نیز ترا مباح کردم \ دیگر چکنم به جایت ای دوست,sanaee
دانی نتوان کشید ازین بیش \ بار ستم جفایت ای دوست,sanaee
روی تو ای دلفروز گر نه چو ماهست \ زلف سیه زو چرا بدر دو تا هست,khaghani
روی چو ماه تو گر چه مایه نور است \ موی سیاه تو گر چه اصل گناهست,khaghani
شاه بتانی و عاشقانت سپاهند \ ماه زمینی و آسمانت کلاهست,saadi
رسم چنانست که ماه راه نماید \ چونکه ز ماه تو خلق گمشده راهست,saadi
موی سپیدم ز اشک سرخ چو خونست \ روی امیدم ز رنج عشق سیاهست,saadi
حال تو ای ماه روی چیست که باری \ دور ز روی تو حال بنده تباهست,khaghani
گر تو پنداری که جز تو غمگسارم نیست هست \ ور چنان دانی که جز تو خواستگارم نیست هست,sanaee
یا به جز عشق تو از تو یادگارم هست نیست \ یا قدم در عشق تو سخت استوارم نیست هست,khaghani
یا به جز بیدادی تو کارزارم هست نیست \ یا به بیداد تو با تو کارزارم نیست هست,saadi
یا سپید و روشن از تو کار و بارم هست نیست \ یا سیاه و تیره بی تو روزگارم نیست هست,sanaee
یا بر امید وصالت شب قرارم هست نیست \ یا در اندوه فراقت دل فگارم نیست هست,khaghani
